Duration,ResponseId,Policy_politics,Policy_complexity,Emotion,Video_DO,Policy_DO,Importance,New_legislation,Vote_policy,Good_solution,Reasonable_cost,Politically_possible,Reduce_problem,Solve_problem,Morally_justifiable,Policy_pleased,Interested,Distressed,Afraid,Guilty,Angry,Disgusted,Happy,Sad,Anxious,Calm,Surprised,Upset,SEC_abortion,SEC_limited_govt,SEC_security,SEC_religion,SEC_welfare,SEC_gun,SEC_trad_marriage,SEC_trad_values,SEC_fiscal_resp,SEC_business,SEC_family_unit,SEC_patriotism,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_9,B5_10,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,NFC_9,NFC_10,NFC_11,NFC_12,NFC_13,NFC_14,NFC_15,NFC_16,NFC_17,NFC_18,NFC_19,ER_1,ER_2,ER_3,ER_4,ER_5,ER_6,ER_7,ER_8,ER_9,ER_10,ER_11,Gender,Age,Ethnicity,Ethnicity_other,Political_orientation,Political_affiliation,Political_affiliation_other
654,R_1l4z04cn6Sf7SpD,Liberal,Simple,Fear,V6,S1,5,5,2,2,3,6,4,2,6,3,3,1,1,1,1,1,2,1,2,2,1,1,40,60,70,10,30,40,30,50,80,50,90,70,3,2,6,3,3,6,2,6,6,6,1,1,4,5,5,2,4,4,5,1,1,4,1,3,3,1,4,2,4,5,5,5,2,6,3,5,6,5,5,5,Male,31,Caucasian or White,,Moderate,No party,
585,R_27jPQeQADAmjqyE,Conservative,Simple,Anger,V3,S5,7,7,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,3,1,3,1,1,70,10,70,0,70,10,60,30,70,40,80,60,6,1,5,1,7,5,6,5,7,1,5,5,1,1,1,4,1,1,1,5,5,1,4,3,5,5,1,1,5,6,5,6,1,6,5,6,6,6,2,6,Male,66,Caucasian or White,,Moderately liberal,Democratic Party,
762,R_1zAj1R6Ndoje63f,Liberal,Simple,Fear,V6,S1,5,5,4,3,3,3,3,3,4,4,2,3,3,1,3,1,2,1,3,2,3,1,70,50,50,50,50,40,50,50,60,50,50,50,3,4,5,3,5,5,5,3,5,3,2,4,2,4,3,3,4,3,3,3,4,2,3,3,4,3,3,2,2,4,5,4,4,5,4,5,6,5,4,5,Male,35,Asian American or Asian,,Moderate,Democratic Party,
762,R_AFibruwMFe6WuVb,Conservative,Simple,Fear,V6,S6,6,6,2,2,4,2,2,1,2,1,3,4,3,1,3,3,1,4,5,1,3,4,90,20,90,0,60,10,100,60,50,50,70,80,6,5,2,5,6,3,5,5,4,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,4,3,2,3,3,6,3,6,3,4,3,5,6,5,3,6,Male,68,Caucasian or White,,Moderate,Democratic Party,
772,R_3sziMOYEHJ5NGt4,Conservative,Complex,Fear,V6,S8,7,5,6,5,5,3,6,1,5,5,4,3,1,1,1,1,3,2,3,3,2,2,0,80,90,90,40,70,100,100,90,70,100,100,1,2,5,7,5,7,6,2,2,5,2,2,4,4,5,1,4,2,2,2,2,5,2,3,2,1,5,5,2,3,7,3,6,6,7,2,6,2,6,2,Male,43,Caucasian or White,,Moderately liberal,Democratic Party,
765,R_5py7VDDTrO6Vx9n,Conservative,Simple,Anger,V4,S5,6,6,2,1,3,6,1,1,5,4,1,1,1,1,1,1,1,1,1,3,1,1,30,60,60,80,60,0,100,70,100,60,60,50,3,7,7,1,7,4,1,1,6,1,4,4,1,2,2,5,3,2,2,5,5,1,4,3,5,4,1,2,5,5,6,5,3,7,6,7,6,7,2,7,Female,44,Asian American or Asian,,Moderately liberal,No party,
484,R_1PXCKWmz1IQsB3U,Conservative,Complex,Fear,V5,S8,6,6,6,7,7,7,6,7,7,6,4,2,2,2,2,3,2,3,3,2,2,3,50,50,80,90,60,70,80,90,60,70,90,100,3,2,6,5,5,5,6,3,5,4,1,1,4,5,4,1,4,4,4,1,3,3,1,3,3,1,5,4,1,5,6,5,4,5,4,5,6,5,4,5,Female,56,Caucasian or White,,Moderately liberal,Democratic Party,
465,R_1I4OnGIfz56R9SX,Liberal,Complex,Neutral,V1,S4,7,6,4,4,4,5,4,4,5,5,4,3,3,1,2,1,3,3,3,3,1,2,50,40,40,10,50,0,60,50,80,60,60,40,1,5,7,5,4,7,5,1,7,5,4,4,3,3,3,3,2,2,4,2,3,3,4,3,2,3,4,1,4,4,7,4,5,3,4,3,6,3,4,3,Female,40,Caucasian or White,,Moderately liberal,Democratic Party,
256,R_QfEF3lbv2dA91Bf,Conservative,Simple,Anger,V3,S7,6,7,5,5,2,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,90,90,0,10,0,10,50,10,90,80,50,20,3,2,5,6,2,6,6,2,6,5,4,5,1,2,2,4,1,2,4,4,5,4,1,3,4,4,1,2,2,5,6,5,2,5,7,3,6,5,7,5,Male,24,Asian American or Asian,,Extremely liberal,Democratic Party,
575,R_1JUwWdEPdi7o1aa,Liberal,Complex,Anger,V3,S4,7,7,7,7,6,7,6,6,7,7,5,1,1,1,1,1,3,1,1,5,1,1,0,0,0,100,50,50,100,100,60,30,70,50,7,1,7,1,6,1,7,1,7,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,7,2,7,1,7,2,7,6,7,3,7,Female,45,African American or Black,,Moderate,No party,
804,R_cTlmovdqxkw30Ih,Liberal,Simple,Fear,V5,S1,7,6,6,4,5,4,4,3,5,5,4,1,1,1,1,1,3,1,1,4,2,1,90,90,80,50,50,0,40,0,70,80,60,50,6,2,5,1,5,1,6,2,4,1,2,4,1,2,1,4,1,2,1,4,4,1,5,3,2,4,2,3,4,5,2,3,1,5,2,5,6,5,1,3,Female,28,Caucasian or White,,Moderately liberal,Democratic Party,
809,R_2w5MBNAQu4ydwPF,Conservative,Simple,Anger,V4,S7,6,3,4,4,5,2,4,3,5,4,3,4,2,1,2,4,1,1,3,1,3,2,40,90,80,50,20,90,50,60,90,90,70,70,6,5,7,3,6,5,5,1,6,3,4,3,2,4,2,2,5,4,5,5,3,1,2,3,5,4,3,5,1,2,6,5,3,4,5,3,6,6,6,3,Male,40,Caucasian or White,,Moderately conservative,Republican Party,
810,R_3JIfyHuqn5jFBMI,Conservative,Simple,Anger,V4,S7,7,5,5,5,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,2,3,2,0,60,60,50,40,40,70,50,50,60,90,40,3,5,3,5,3,5,5,6,3,5,2,2,3,2,2,2,3,4,3,2,3,2,3,3,4,3,3,2,4,5,5,3,5,4,5,3,6,3,6,5,Male,33,Asian American or Asian,,Moderate,Democratic Party,
716,R_SPKmr8ed2uzSkX7,Conservative,Simple,Fear,V5,S5,5,6,6,6,4,4,4,3,5,6,4,2,2,1,1,1,2,2,4,2,3,3,70,60,70,70,0,70,100,100,100,70,100,100,3,2,6,5,5,6,6,2,6,6,1,1,4,4,4,2,4,4,4,2,2,4,1,3,2,1,5,4,3,6,6,6,5,4,6,5,6,5,2,4,Female,36,Caucasian or White,,Moderately conservative,Republican Party,
853,R_Abac9v8CRTPzsyZ,Liberal,Simple,Fear,V6,S3,2,3,4,2,3,3,5,4,3,4,2,2,1,2,2,1,1,1,2,2,1,1,60,60,40,60,10,30,60,70,30,40,50,60,2,2,2,3,3,5,3,3,3,2,2,3,2,4,3,2,1,3,2,2,3,2,3,3,4,2,2,3,2,4,3,5,4,3,6,4,6,3,3,5,Female,44,African American or Black,,Moderate,Green Party,
858,R_1FLgrxK2LhjE7bz,Liberal,Simple,Fear,V5,S2,7,5,5,5,5,4,4,1,5,5,4,2,2,2,3,2,1,2,2,2,1,1,0,100,100,50,70,50,70,70,100,60,70,80,3,6,3,5,5,3,5,2,2,2,1,1,4,5,5,1,2,5,5,4,4,2,1,3,2,1,5,2,2,6,2,6,2,6,2,2,6,6,1,6,Male,59,Caucasian or White,,Moderately conservative,Republican Party,
836,R_ehcP8XpsoPL0af7,Liberal,Complex,Neutral,V1,S4,7,7,7,7,7,5,4,4,6,7,4,2,1,1,1,1,3,1,1,3,1,1,100,50,70,0,70,50,0,0,100,80,70,90,4,5,5,5,3,5,4,3,5,4,2,3,2,2,1,2,2,1,2,4,3,2,3,3,3,2,4,3,4,6,5,6,3,3,4,5,6,5,4,5,Female,31,Hispanic or Latinx,,Moderately liberal,Other:,Independent
866,R_yjxYYyhQgM1kSWd,Liberal,Complex,Anger,V3,S4,5,5,6,6,4,4,6,5,6,6,3,1,1,1,1,1,3,1,1,5,2,1,10,90,90,70,0,100,100,100,80,80,100,100,6,2,7,1,5,2,6,1,7,4,4,4,2,1,1,4,1,2,2,4,5,1,4,3,5,5,1,1,4,5,2,5,2,6,1,5,6,5,2,5,Male,30,Caucasian or White,,Extremely conservative,Republican Party,
373,R_QgLGQbDs18b8kXn,Liberal,Simple,Neutral,V2,S1,7,6,6,6,6,6,7,5,6,7,4,1,1,1,1,1,3,1,1,4,1,1,80,60,70,20,60,60,50,50,60,50,60,70,3,1,7,1,5,6,7,2,7,5,2,2,4,4,4,2,4,4,4,2,2,4,2,3,2,2,4,4,2,6,3,6,2,6,2,6,6,6,3,6,Female,35,Caucasian or White,,Moderate,No party,
874,R_1etOIxHhLlvbxA5,Liberal,Complex,Anger,V4,S4,6,5,5,4,5,5,4,2,6,5,2,3,3,2,1,3,1,3,2,2,1,2,70,70,20,50,50,40,50,20,90,50,30,20,1,4,3,5,4,7,3,5,5,6,4,2,2,3,2,4,2,1,2,3,3,3,2,1,4,3,2,3,3,5,4,4,3,4,5,4,6,5,4,3,Female,25,Caucasian or White,,Moderate,No party,
284,R_1inz55g2HiLvq2l,Liberal,Simple,Neutral,V1,S3,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,4,3,3,3,1,2,0,40,100,100,20,100,100,100,100,100,100,100,6,2,7,6,6,3,7,1,7,2,4,5,1,1,1,5,1,4,1,5,5,1,5,3,5,4,1,1,5,7,6,6,6,5,6,7,6,7,6,6,Female,28,Caucasian or White,,Moderate,Republican Party,
888,R_3m3JTtBfX8RU9vI,Conservative,Simple,Fear,V5,S5,7,7,6,6,6,6,6,6,6,6,4,1,1,1,1,1,3,1,1,3,2,1,100,50,70,70,70,0,50,50,70,60,80,100,4,1,6,2,6,6,6,2,6,2,4,4,2,2,2,4,3,3,3,2,4,2,3,3,3,4,2,2,4,5,5,5,4,5,5,5,6,5,5,6,Male,46,Asian American or Asian,,Moderate,No party,
883,R_exsemnFBE52B1ap,Conservative,Complex,Anger,V4,S8,6,6,1,1,1,1,1,1,1,1,3,1,1,1,4,5,1,1,1,5,1,1,20,90,10,0,80,30,30,10,70,30,20,0,7,3,5,1,5,2,6,1,6,1,4,4,1,1,1,5,1,1,1,4,4,1,5,3,5,3,5,1,1,6,3,5,2,5,2,3,6,4,1,1,Male,28,Caucasian or White,,Moderately liberal,No party,
617,R_1eRHIsYz65Rjh0J,Conservative,Simple,Anger,V4,S6,5,4,2,2,1,5,1,1,3,1,2,1,1,1,1,1,2,1,1,3,1,1,0,80,90,90,40,100,100,80,100,80,100,80,5,3,2,2,6,1,6,7,6,6,4,4,1,2,1,4,1,2,1,5,4,1,4,3,4,4,2,1,5,6,2,4,2,5,2,5,6,6,4,6,Male,54,Caucasian or White,,Moderate,Republican Party,
716,R_3GdpkL5Jhjacd6F,Conservative,Simple,Neutral,V1,S7,5,4,5,5,4,3,4,5,5,6,4,1,1,1,1,1,4,1,1,4,2,1,60,80,30,0,40,10,0,0,40,50,20,10,3,6,3,4,3,2,4,6,5,5,3,2,4,3,3,2,4,4,2,2,3,3,2,3,4,1,3,4,3,4,3,4,5,3,2,4,6,6,3,5,Male,26,Caucasian or White,,Moderately liberal,Democratic Party,
358,R_3KtRZ6gfTZ3WnRL,Liberal,Simple,Anger,V3,S1,7,7,6,6,5,5,5,6,7,6,5,1,1,1,1,1,4,1,1,4,4,5,20,30,20,30,20,70,20,20,40,40,20,30,7,1,7,1,7,6,6,1,7,1,5,4,2,3,3,5,5,4,4,5,4,4,4,3,3,3,3,3,4,4,7,5,5,4,4,4,6,4,5,5,Male,25,African American or Black,,Extremely liberal,Libertarian Party,
778,R_21uH0395oOTJTFc,Liberal,Simple,Fear,V5,S3,6,6,6,6,6,6,6,6,6,6,4,2,1,1,3,1,2,3,2,1,1,3,0,40,50,70,50,10,70,80,70,60,90,70,6,3,5,2,6,1,6,2,6,2,2,3,4,4,3,2,4,4,4,2,3,2,2,3,2,3,4,4,2,5,3,5,3,4,4,5,6,5,3,5,Male,31,Caucasian or White,,Moderately liberal,Democratic Party,
475,R_31ykZk2Tgg4jJbc,Conservative,Simple,Fear,V5,S6,7,7,1,1,1,1,1,1,1,1,2,3,2,1,2,2,3,2,2,1,2,2,90,60,10,0,100,0,0,0,100,80,90,100,1,2,4,2,6,7,5,2,6,4,5,1,2,1,1,5,1,2,2,5,4,1,5,3,5,5,4,2,5,6,3,5,1,5,4,6,6,5,3,5,Male,36,Caucasian or White,,Moderately liberal,Democratic Party,
132,R_3j3uu5JB6O4rCgH,Liberal,Simple,Anger,V4,S2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,4,4,4,Male,20,Caucasian or White,,Moderate,No party,
678,R_25FvUwaYP0YEwff,Conservative,Simple,Fear,V6,S6,5,4,3,3,4,4,3,3,3,3,3,1,2,1,1,1,1,2,4,1,1,3,10,80,30,40,50,80,80,50,70,50,50,40,2,3,6,7,5,5,6,2,2,3,3,2,3,4,3,3,3,4,4,2,3,3,3,3,3,3,4,2,4,4,3,4,3,4,2,4,6,4,3,4,Male,32,Caucasian or White,,Moderate,No party,
596,R_3CC4QN0IWL5zYQ8,Liberal,Simple,Fear,V6,S1,7,6,7,7,5,2,4,4,7,7,2,1,1,1,3,1,2,1,5,1,2,1,50,80,50,0,70,0,40,0,90,20,50,50,2,1,7,3,6,7,7,1,4,3,4,1,3,5,4,1,3,5,4,4,3,1,1,3,5,2,5,4,1,6,7,6,7,3,7,4,6,4,7,5,Female,42,Hispanic or Latinx,,Moderate,Democratic Party,
349,R_1pA0cGlnrkxwYMO,Liberal,Complex,Neutral,V2,S4,5,4,6,5,4,4,6,4,6,5,3,1,1,1,1,1,2,1,1,3,2,1,60,40,40,70,20,20,80,70,50,40,80,60,3,2,5,4,2,6,6,2,4,4,2,2,3,4,3,2,3,4,4,3,2,3,2,3,2,2,4,4,2,6,4,5,3,5,4,6,6,6,4,5,Female,48,Caucasian or White,,Moderately liberal,Democratic Party,
310,R_e4LK1XWqHmcwmyd,Liberal,Simple,Anger,V3,S1,7,7,7,7,7,7,7,7,7,7,3,2,3,1,2,2,1,2,3,2,4,3,100,40,40,0,100,20,40,40,20,40,40,10,5,2,6,3,3,5,5,3,5,5,1,1,5,5,5,1,5,3,4,1,2,4,1,3,1,2,5,4,1,5,5,5,4,5,5,5,6,5,5,5,Male,29,Caucasian or White,,Extremely liberal,Democratic Party,
928,R_323br0h7XtxPZjB,Liberal,Simple,Neutral,V1,S1,7,7,7,7,7,7,7,7,7,7,5,2,2,2,2,2,1,2,2,1,2,2,10,40,50,50,60,30,80,70,80,50,80,70,6,2,6,2,6,2,6,2,6,2,2,2,2,3,3,4,3,2,3,4,3,2,2,3,4,2,2,3,2,7,7,7,7,7,7,7,6,7,6,7,Female,46,Caucasian or White,,Moderately liberal,Democratic Party,
997,R_CktAN36xvCkzxpD,Liberal,Simple,Anger,V3,S1,7,7,6,5,4,5,5,4,5,5,4,3,2,1,1,1,1,1,2,2,1,2,80,30,20,10,90,10,20,40,100,30,20,10,2,2,6,3,6,5,2,1,4,2,2,3,2,3,2,3,2,4,3,3,2,2,2,3,2,3,3,2,4,5,3,5,4,4,5,4,6,5,4,4,Male,33,Caucasian or White,,Moderately conservative,Green Party,
626,R_3NRnrqC28bjKizB,Liberal,Complex,Neutral,V2,S4,7,7,5,5,6,4,4,4,5,5,5,1,1,1,1,1,5,1,1,5,1,1,50,30,0,0,50,50,50,0,10,10,50,0,7,4,3,5,7,2,2,7,2,4,3,3,2,4,2,4,2,3,3,4,3,2,3,3,4,4,2,2,3,7,2,7,4,7,4,7,6,7,4,7,Female,35,Caucasian or White,,Extremely liberal,Democratic Party,
1032,R_1gwGikvUgbjybWl,Conservative,Simple,Anger,V4,S6,6,6,6,6,6,5,6,6,6,6,5,2,1,1,1,1,4,1,2,4,3,1,20,50,70,70,80,10,70,80,50,80,80,80,6,2,7,1,6,6,5,1,6,2,1,4,1,1,1,3,4,3,3,4,4,2,4,3,4,4,4,1,3,5,6,5,3,5,3,5,6,5,5,5,Female,54,Caucasian or White,,Moderate,Republican Party,
267,R_e4hQvXIYRKD7Wfv,Conservative,Simple,Neutral,V2,S7,6,4,2,2,4,3,2,2,2,2,4,1,1,1,1,2,2,1,1,1,3,2,90,30,60,50,80,0,50,50,70,60,60,60,6,1,6,1,2,2,6,1,6,2,4,4,1,1,1,3,1,3,2,4,4,1,4,3,4,4,1,1,3,6,1,5,1,6,1,6,6,6,2,6,Male,59,Caucasian or White,,Moderately liberal,Democratic Party,
824,R_1d1fw1IM7Y0W9RM,Conservative,Complex,Anger,V4,S8,7,5,4,4,4,5,4,4,5,4,3,1,1,2,1,1,1,1,1,3,1,1,0,90,90,50,20,70,90,80,90,100,100,100,4,3,4,7,4,5,4,4,2,2,3,3,3,3,2,2,4,3,3,3,3,3,2,3,3,2,3,4,3,4,5,4,5,4,4,4,6,3,4,5,Female,35,African American or Black,,Moderately conservative,No party,
443,R_1Hoa7Vkst1CBQ0f,Liberal,Complex,Fear,V6,S4,7,7,7,7,7,4,7,7,7,7,2,2,1,1,1,1,1,1,2,1,1,1,90,0,0,0,100,20,0,0,0,10,20,0,1,6,3,7,2,7,3,2,2,6,1,1,4,4,5,1,3,4,4,1,1,4,1,3,1,2,4,3,2,2,6,2,3,2,5,2,6,2,5,3,Male,37,Caucasian or White,,Extremely liberal,Democratic Party,
1094,R_3CPgqYQ8zlmF5Yo,Conservative,Complex,Anger,V4,S8,5,6,5,4,5,4,5,4,4,5,3,4,2,3,2,2,1,3,3,1,3,3,30,30,70,10,10,50,40,10,40,20,20,70,6,6,7,5,3,5,5,3,5,4,3,4,2,4,4,3,4,4,2,4,2,3,2,4,4,4,2,3,4,5,6,5,3,5,5,3,6,3,5,4,Male,44,Caucasian or White,,Moderate,No party,
282,R_1IfPmYioKRcpmyK,Conservative,Simple,Anger,V4,S7,7,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,100,0,50,0,100,0,0,0,0,30,0,30,1,3,5,4,5,7,6,7,5,2,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,1,5,6,6,6,2,6,6,6,6,6,6,6,Male,37,Asian American or Asian,,Extremely liberal,Democratic Party,
718,R_vpe4prHhrml943f,Conservative,Simple,Fear,V5,S7,6,6,6,6,6,6,5,6,6,6,4,1,1,1,1,1,4,1,1,4,1,1,50,50,50,80,80,50,80,80,80,50,80,50,5,2,5,2,5,6,6,2,6,2,4,4,2,3,2,4,2,3,4,4,4,2,4,3,4,4,3,3,4,5,3,5,3,5,3,5,6,5,3,5,Female,37,Hispanic or Latinx,,Moderate,No party,
1334,R_3gZQm51aFkMnFQt,Liberal,Simple,Fear,V5,S1,3,5,5,7,4,3,6,3,5,5,4,3,2,2,3,2,3,4,3,2,4,4,40,10,60,20,70,30,50,30,70,50,50,30,4,6,6,3,5,4,3,6,6,2,4,2,4,4,3,3,1,4,3,4,2,4,4,3,4,2,4,2,3,5,3,5,7,5,3,5,6,4,5,6,Male,28,Hispanic or Latinx,,Moderate,Republican Party,
837,R_21GkZeKNsezFnUe,Conservative,Simple,Fear,V6,S7,7,6,5,6,4,5,6,5,5,6,5,1,1,1,1,1,4,1,1,5,1,1,0,90,100,100,50,20,100,100,100,90,100,100,5,1,7,1,6,7,7,2,7,2,4,5,2,2,2,4,2,3,2,4,5,2,3,3,4,5,2,1,4,5,3,5,2,5,2,5,6,5,2,5,Female,61,Caucasian or White,,Extremely conservative,Republican Party,
648,R_29ad29zQRq9BsbE,Liberal,Simple,Fear,V5,S3,6,7,7,7,7,7,7,6,7,7,1,2,1,1,2,3,1,1,2,3,1,2,100,50,20,30,80,40,50,10,80,40,50,0,2,5,5,5,2,7,2,3,5,5,2,2,4,4,4,2,3,3,4,3,2,2,1,3,1,2,3,2,2,4,7,4,5,2,1,4,6,4,5,4,Female,23,African American or Black,,Extremely liberal,Democratic Party,
359,R_26mtvdHkI9tTP1k,Liberal,Simple,Anger,V3,S1,7,3,2,2,1,2,2,2,3,3,4,1,1,2,2,1,4,2,1,3,1,2,60,70,90,10,20,10,60,50,90,60,80,50,6,2,7,1,5,2,6,1,7,2,2,4,1,2,1,4,1,2,2,4,5,1,2,3,5,4,2,1,2,5,2,6,1,5,2,5,6,5,3,6,Male,35,Caucasian or White,,Moderately liberal,Democratic Party,
600,R_2xFWubS5TBbTg6J,Conservative,Simple,Fear,V6,S5,6,5,4,4,3,4,2,1,4,4,1,5,5,2,1,2,3,2,5,1,3,2,50,100,20,80,30,50,20,30,70,70,20,40,1,4,3,6,5,7,7,5,2,1,4,3,1,2,2,5,3,2,3,4,3,2,3,3,4,4,3,3,5,4,1,3,3,2,1,3,6,6,5,4,Female,31,Caucasian or White,,Moderately liberal,Libertarian Party,
316,R_31FuvNP60WTZkfm,Conservative,Simple,Neutral,V1,S5,7,7,6,5,5,6,6,4,6,6,2,1,1,1,1,1,1,1,1,3,1,1,90,40,50,10,30,30,30,10,70,50,40,20,2,1,4,4,5,6,5,3,7,1,4,3,2,2,1,4,3,3,3,5,4,2,3,3,4,3,2,1,4,5,7,5,5,4,6,5,6,4,6,5,Male,28,Caucasian or White,,Moderate,No party,
334,R_10oWo0YtlNr8eYZ,Liberal,Simple,Anger,V3,S3,7,7,2,2,5,3,4,2,1,1,3,2,1,2,1,2,2,1,3,3,2,2,0,20,90,20,10,10,100,100,100,80,100,80,2,3,6,2,6,5,7,2,5,3,1,1,5,5,5,2,5,3,4,2,4,4,1,3,2,1,5,4,2,7,4,7,3,5,5,7,6,7,4,7,Female,29,Caucasian or White,,Moderate,Republican Party,
360,R_XoGP19rbZHOAATv,Liberal,Simple,Neutral,V1,S1,7,7,7,7,7,7,7,7,7,7,4,1,1,2,3,3,2,4,4,2,5,3,50,40,70,30,70,30,50,50,60,10,50,70,1,1,4,4,5,6,4,3,4,3,3,3,2,4,4,4,2,3,3,4,4,2,3,3,4,3,3,3,4,5,6,4,5,5,6,4,6,6,4,7,Male,52,Caucasian or White,,Moderately liberal,Democratic Party,
