Duration,ResponseId,Policy_politics,Policy_complexity,Emotion,Video_DO,Policy_DO,Importance,New_legislation,Vote_policy,Good_solution,Reasonable_cost,Politically_possible,Reduce_problem,Solve_problem,Morally_justifiable,Policy_pleased,Interested,Distressed,Afraid,Guilty,Angry,Disgusted,Happy,Sad,Anxious,Calm,Surprised,Upset,SEC_abortion,SEC_limited_govt,SEC_security,SEC_religion,SEC_welfare,SEC_gun,SEC_trad_marriage,SEC_trad_values,SEC_fiscal_resp,SEC_business,SEC_family_unit,SEC_patriotism,B5_1,B5_2,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_9,B5_10,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,NFC_9,NFC_10,NFC_11,NFC_12,NFC_13,NFC_14,NFC_15,NFC_16,NFC_17,NFC_18,NFC_19,ER_1,ER_2,ER_3,ER_4,ER_5,ER_6,ER_7,ER_8,ER_9,ER_10,ER_11,Gender,Age,Ethnicity,Ethnicity_other,Political_orientation,Political_affiliation,Political_affiliation_other
102,R_3RekvYY377tY86p,Conservative,Simple,Neutral,V1,S5,3,4,6,7,4,3,4,5,5,4,4,2,3,4,3,2,4,3,2,4,3,2,80,40,20,70,40,20,70,50,80,70,50,30,5,5,5,6,6,5,5,5,5,5,4,4,5,4,3,3,3,3,3,2,4,3,2,3,3,3,3,3,3,5,5,5,5,5,3,3,6,5,3,4,Male,26,Caucasian or White,,Moderately conservative,Democratic Party,
379,R_tDSymSQ8cAm6MZH,Liberal,Simple,Neutral,V2,S2,7,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,3,1,1,5,1,1,10,100,70,70,40,100,80,80,100,100,100,100,3,6,7,3,7,6,6,2,7,1,5,5,1,1,1,5,1,3,3,5,5,1,5,3,5,5,2,2,5,6,6,6,2,2,5,6,6,6,3,5,Female,30,Caucasian or White,,Moderate,Libertarian Party,
314,R_3gLyo9XL54ZJMfJ,Liberal,Simple,Neutral,V2,S2,6,6,6,5,6,6,5,3,5,5,3,2,1,1,1,1,1,1,1,2,1,1,80,80,20,10,40,50,20,10,50,50,10,10,1,5,2,6,2,7,6,5,3,6,3,1,4,4,5,1,4,1,4,1,1,5,1,3,1,1,4,5,4,3,5,3,5,3,6,3,6,3,2,2,Female,23,Caucasian or White,,Extremely liberal,Democratic Party,
409,R_3fsmjzCX0wrcyt3,Conservative,Simple,Neutral,V1,S5,6,6,5,5,3,5,5,2,6,5,4,1,1,1,2,2,4,1,1,4,1,1,80,100,90,80,70,40,60,70,100,100,80,100,6,1,7,1,6,3,6,1,7,3,4,4,2,1,1,4,1,2,1,4,5,1,4,3,4,5,5,1,4,5,3,4,3,5,3,5,6,6,3,5,Female,53,Caucasian or White,,Moderate,Republican Party,
412,R_3kKT1DJOlnsgSa8,Liberal,Simple,Fear,V6,S3,5,4,5,5,5,4,5,4,5,5,1,3,2,1,1,2,2,2,4,2,1,2,90,90,10,0,10,40,80,80,90,70,70,90,2,2,3,3,3,3,3,4,3,3,3,3,4,3,2,2,3,3,2,2,3,2,3,3,3,2,2,3,4,3,3,4,4,4,3,3,6,5,4,3,Male,33,Caucasian or White,,Extremely liberal,No party,
426,R_1hYEPUbYpyuOTiH,Liberal,Complex,Neutral,V1,S4,6,5,5,5,3,3,3,3,5,4,4,1,1,1,1,1,3,1,1,5,3,1,60,80,40,80,20,90,90,90,90,90,90,90,5,1,6,1,5,7,7,1,7,3,4,4,2,2,4,4,2,2,2,4,4,2,3,3,4,4,4,2,2,5,5,5,3,5,5,5,6,5,6,5,Female,49,Caucasian or White,,Moderate,Republican Party,
285,R_3DdbUEowBMEqCI7,Liberal,Simple,Neutral,V1,S1,6,6,5,5,6,6,6,4,5,5,2,1,1,1,1,1,1,1,1,2,1,1,100,30,40,20,80,50,50,50,30,40,60,60,1,5,5,4,4,7,5,2,5,2,3,3,2,2,2,3,2,3,3,4,4,3,3,3,3,4,2,2,4,1,7,5,7,5,7,1,6,5,4,4,Male,38,Caucasian or White,,Moderate,Green Party,
1233,R_1eCUdR9a9OJULK5,Conservative,Simple,Fear,V5,S6,7,6,4,4,4,4,4,3,3,4,4,5,5,5,5,5,1,5,5,2,1,5,100,50,50,50,50,0,60,60,50,30,70,0,1,1,6,6,7,7,7,2,6,2,5,5,1,1,1,5,1,2,1,5,5,1,3,3,5,5,1,1,5,6,7,6,7,5,7,4,6,5,7,4,Female,24,Asian American or Asian,,Moderately liberal,Democratic Party,
541,R_3fxvSwG9Rq3CoKi,Liberal,Complex,Anger,V3,S4,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1,1,50,50,50,0,0,50,50,50,50,50,50,50,1,7,7,3,7,7,1,1,4,4,5,5,1,1,1,5,1,3,1,5,1,1,5,3,2,5,1,1,5,1,7,1,7,1,7,1,6,1,7,1,Female,26,African American or Black,,Moderate,Democratic Party,
693,R_10YrXH2Z3hGE62z,Liberal,Complex,Anger,V4,S4,6,5,5,5,6,4,6,5,7,7,4,1,1,1,1,1,4,1,2,5,3,1,40,20,70,30,80,40,60,60,80,60,90,80,5,2,5,5,6,5,7,2,6,2,3,4,1,3,1,5,2,4,4,4,5,2,5,3,1,4,4,2,5,5,4,6,6,5,6,6,6,7,4,5,Male,35,Caucasian or White,,Moderately liberal,Democratic Party,
569,R_3iNYMZHUvO2P53L,Liberal,Complex,Neutral,V2,S4,7,6,6,6,5,5,6,6,7,6,4,1,1,2,1,1,4,1,1,4,4,1,10,80,70,50,50,50,100,90,90,100,100,90,5,1,7,2,5,4,7,1,5,5,2,2,4,4,4,2,4,3,4,3,2,3,3,3,2,2,4,4,3,5,5,4,5,5,4,5,6,5,6,5,Male,28,Caucasian or White,,Moderately conservative,Republican Party,
575,R_2YJxnJ1ozFJFuBk,Conservative,Simple,Fear,V6,S7,6,7,4,4,5,5,4,4,5,4,3,2,2,2,2,1,2,2,3,2,2,2,100,100,10,0,70,0,0,0,90,70,50,0,3,4,5,6,5,5,6,3,4,3,2,2,2,3,4,4,2,4,4,4,2,2,4,3,4,3,4,4,5,6,5,6,5,6,5,5,6,6,6,6,Female,41,Caucasian or White,,Extremely liberal,Democratic Party,
535,R_WkcId2lfG9ps4Eh,Conservative,Simple,Fear,V5,S5,7,1,1,1,1,5,1,1,1,1,4,4,1,1,1,2,1,1,4,2,2,1,90,0,0,10,100,0,0,0,30,30,10,100,6,2,6,6,7,5,7,2,5,1,4,4,1,1,1,4,1,3,1,5,5,1,2,3,4,4,1,1,4,7,5,7,1,7,1,7,6,7,3,7,Female,27,Caucasian or White,,Extremely liberal,Democratic Party,
610,R_1f71zisgVl3XiaE,Liberal,Simple,Fear,V5,S2,6,7,5,6,6,6,7,5,7,7,5,1,1,3,1,1,1,4,1,4,1,1,60,30,20,0,70,80,50,50,60,40,50,30,1,6,1,5,2,7,1,2,1,1,1,2,1,1,1,5,1,2,1,5,4,1,4,3,5,4,2,1,5,5,7,5,1,3,7,3,6,5,7,4,Male,29,Caucasian or White,,Moderately liberal,Democratic Party,
597,R_20SxvuA4zdfCas4,Liberal,Simple,Neutral,V2,S1,7,6,6,6,6,5,6,3,7,7,4,1,1,1,1,1,2,1,1,3,1,1,50,60,80,100,90,100,50,70,100,20,100,100,2,2,2,5,5,4,7,7,3,7,2,1,5,5,5,1,4,3,4,1,1,5,4,3,1,1,5,5,1,2,1,2,1,2,1,2,6,2,1,2,Female,51,Caucasian or White,,Moderate,Republican Party,
578,R_sUtIjLH82x146Fb,Liberal,Simple,Neutral,V2,S3,6,7,7,6,6,6,5,5,7,6,5,1,1,1,2,2,4,2,1,3,1,2,0,90,70,90,40,90,80,70,80,70,80,80,7,1,7,1,1,7,7,1,7,1,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,4,4,6,5,6,2,7,2,7,6,7,1,6,Male,34,Caucasian or White,,Extremely liberal,Democratic Party,
282,R_3kCJl7XwyuW75h7,Conservative,Simple,Neutral,V2,S7,6,5,4,5,5,5,5,2,6,5,4,1,1,1,2,1,3,2,1,4,1,2,0,60,80,90,20,60,100,100,90,80,90,80,6,2,6,2,6,2,6,2,6,3,4,4,2,2,1,3,2,2,1,4,4,1,4,3,4,4,2,2,5,5,3,5,2,4,3,5,6,5,3,5,Female,41,Caucasian or White,,Moderately conservative,Republican Party,
555,R_2fJpsgHdZEBuKXK,Liberal,Simple,Fear,V6,S2,7,7,7,7,7,5,7,2,7,7,4,1,1,1,1,1,3,1,1,4,1,1,50,20,40,20,90,40,0,0,70,50,50,40,6,3,5,1,7,2,6,2,7,2,4,5,1,2,1,4,1,2,3,5,5,1,3,3,4,5,2,1,5,2,6,5,1,6,6,3,6,3,4,5,Male,39,Caucasian or White,,Extremely liberal,Democratic Party,
627,R_215SOcQbK8IJxPG,Conservative,Simple,Anger,V4,S7,6,7,6,5,5,5,4,4,4,6,3,2,1,1,2,2,3,2,1,2,2,1,100,80,70,80,90,20,20,20,100,10,60,0,1,1,6,4,7,6,7,1,4,3,1,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,1,5,4,3,5,4,3,4,5,6,3,5,4,Male,24,Caucasian or White,,Moderately liberal,Democratic Party,
619,R_1lmBEZpVqFA0bZk,Conservative,Simple,Neutral,V1,S7,6,5,2,2,2,2,4,4,4,2,4,1,1,1,1,1,5,1,1,5,1,1,10,10,80,100,30,100,100,100,90,90,100,100,7,1,7,1,6,6,7,1,7,3,4,4,2,1,1,4,1,4,1,4,4,1,4,3,4,4,4,1,4,7,5,7,2,7,2,7,6,7,2,7,Female,63,Caucasian or White,,Moderately conservative,Republican Party,
749,R_aaYh2plLvQDXjEd,Conservative,Complex,Anger,V3,S8,7,6,6,6,7,7,5,4,6,6,4,2,1,1,1,2,1,2,1,3,1,2,0,90,100,100,50,100,100,100,100,90,100,100,3,1,7,1,6,5,7,1,7,3,2,1,4,4,2,1,1,4,5,3,2,2,1,3,4,2,4,4,5,6,2,6,2,7,1,5,6,5,3,5,Male,35,Caucasian or White,,Moderately conservative,Other:,Independent but leans Republican
518,R_e4kDypauESTuhm9,Conservative,Simple,Fear,V5,S7,6,6,5,5,5,5,5,4,5,5,3,2,2,2,2,2,1,2,3,2,4,2,10,80,50,40,30,40,30,30,70,20,50,20,3,2,6,2,5,6,5,2,6,2,2,4,2,2,2,4,2,3,2,4,4,1,5,3,4,4,2,2,4,6,3,5,2,5,3,6,6,5,5,5,Female,33,Caucasian or White,,Moderately liberal,Democratic Party,
777,R_1DOsJXwEuzVKNFY,Liberal,Simple,Anger,V4,S3,6,6,6,6,6,2,6,6,6,6,4,3,1,2,2,2,1,2,2,1,3,2,90,70,90,50,90,0,70,60,90,60,90,90,5,1,7,1,5,2,7,1,7,1,3,4,2,1,2,4,1,4,2,4,5,2,3,3,3,4,1,1,4,5,5,6,2,5,4,5,6,5,5,5,Female,67,Caucasian or White,,Moderately liberal,Democratic Party,
817,R_2CkVK8VMK5hSYk5,Conservative,Complex,Anger,V4,S8,6,7,6,6,6,3,6,3,7,7,4,2,1,1,1,2,2,1,1,3,1,1,50,100,80,50,20,90,100,100,100,100,100,100,7,2,6,1,7,1,6,2,7,2,5,5,1,2,2,3,2,2,1,5,5,1,4,3,4,5,1,2,2,6,3,6,1,6,2,6,6,6,3,6,Male,62,Caucasian or White,,Moderate,No party,
587,R_3rUN4EHmpxe1H6D,Liberal,Complex,Fear,V5,S4,7,7,7,7,7,7,7,6,7,7,5,1,1,2,1,1,3,1,3,3,1,1,30,20,30,100,80,0,70,50,50,60,80,50,6,1,6,1,6,1,6,1,5,1,4,4,1,1,1,4,1,1,1,4,5,1,4,3,5,5,1,1,3,6,2,6,1,6,3,6,6,6,2,7,Male,33,Caucasian or White,,Extremely liberal,Democratic Party,
702,R_pMNKdZ1Ixp39Fjr,Liberal,Simple,Anger,V4,S3,7,6,4,5,6,5,5,3,7,6,1,2,1,1,1,2,1,3,2,1,1,2,100,50,40,10,100,0,50,30,80,40,50,40,1,2,6,6,7,7,7,6,5,4,3,2,3,3,2,3,4,3,4,4,4,2,2,3,4,3,2,1,5,5,2,6,1,5,2,5,6,5,2,6,Female,31,Caucasian or White,,Extremely liberal,Democratic Party,
658,R_1Fh6TX0z8zxttoD,Conservative,Simple,Neutral,V1,S7,6,3,3,3,4,4,3,3,3,3,3,3,2,3,1,2,1,3,2,2,3,2,20,90,90,90,40,90,100,90,90,80,80,90,3,2,5,3,6,5,6,3,5,3,2,3,3,3,2,1,3,2,4,4,3,3,2,3,3,3,2,2,3,5,6,4,4,4,3,5,6,4,5,5,Female,47,Caucasian or White,,Moderately conservative,Republican Party,
865,R_3gU88QeszOa8f5e,Conservative,Simple,Anger,V3,S6,7,7,7,7,6,6,4,4,4,6,5,2,1,1,1,1,4,1,1,5,1,1,10,30,80,100,90,90,90,90,70,100,100,100,4,1,7,1,5,5,5,5,5,5,5,1,5,5,5,4,4,4,4,5,5,5,5,3,4,4,5,3,3,7,7,7,6,6,5,3,6,6,2,5,Male,44,Caucasian or White,,Moderately conservative,Republican Party,
506,R_1N4f2MAqzPCcQlq,Liberal,Simple,Neutral,V2,S1,6,4,4,3,3,3,3,2,4,4,4,1,1,1,1,1,4,1,1,5,1,1,10,70,90,70,40,90,80,90,80,90,90,90,5,1,6,1,6,4,5,1,6,2,4,4,2,2,2,3,2,2,2,4,4,2,2,3,4,4,2,2,4,5,4,5,3,4,3,5,6,5,3,5,Female,47,Caucasian or White,,Moderately conservative,Republican Party,
899,R_3JwwvK6qgDuuI3w,Liberal,Simple,Fear,V6,S2,6,6,6,6,6,6,6,6,7,6,4,1,1,1,1,1,3,1,1,4,1,1,0,30,100,100,80,50,100,90,100,100,100,10,6,3,6,2,5,3,6,3,6,4,3,3,4,3,3,3,2,4,4,3,4,3,2,3,3,3,2,4,3,6,3,6,2,6,3,6,6,6,3,6,Female,49,African American or Black,,Moderate,Democratic Party,
906,R_2TKLlAH8JRUwocp,Liberal,Simple,Fear,V6,S1,6,7,7,7,7,7,6,4,7,7,3,2,3,2,1,3,1,1,2,1,1,1,0,50,70,90,70,30,100,60,50,80,100,100,6,1,5,5,6,6,7,2,5,1,1,2,4,3,5,1,2,4,5,2,3,2,2,3,2,2,5,2,1,7,3,6,1,7,1,7,6,6,3,7,Female,29,Hispanic or Latinx,,Moderately liberal,Democratic Party,
1096,R_z8Mn9FrIXTJSTmN,Conservative,Complex,Fear,V6,S8,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,1,5,1,1,10,70,100,0,10,10,90,90,90,100,100,100,7,1,7,1,5,5,5,1,7,2,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,4,1,1,7,6,7,2,7,5,7,6,7,6,7,Male,42,Caucasian or White,,Moderately liberal,No party,
322,R_pnPS4mZ66r3ZPG1,Liberal,Simple,Neutral,V1,S3,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,5,1,1,4,1,1,80,50,50,50,100,0,20,10,100,90,50,40,5,1,7,1,7,1,7,1,7,1,5,5,1,1,1,5,1,3,3,5,5,1,4,3,5,5,2,1,5,7,1,7,2,7,1,7,6,1,1,7,Male,30,Asian American or Asian,,Moderately liberal,Democratic Party,
1136,R_22V2BmBOmW5jXNq,Liberal,Simple,Fear,V6,S3,7,7,6,5,7,7,5,4,7,7,5,3,2,1,5,5,2,4,2,2,1,4,50,100,60,0,50,100,100,100,50,60,100,50,5,4,6,5,3,3,6,1,3,4,3,4,2,2,2,3,2,4,4,3,2,2,3,3,2,2,4,1,4,7,1,7,1,6,1,7,6,6,1,7,Female,44,Caucasian or White,,Moderately conservative,Other:,Independent
955,R_2tDzlLSxGcbuKCr,Conservative,Simple,Anger,V4,S5,7,7,2,2,2,2,2,2,2,2,4,2,2,1,1,2,3,2,2,2,2,2,100,0,0,70,100,0,10,10,10,20,60,10,3,1,5,7,7,7,7,2,6,1,1,4,1,5,1,5,1,3,2,4,4,1,5,3,2,4,4,2,5,5,3,5,3,5,3,5,6,5,3,5,Female,31,Other:,mixed,Extremely liberal,Democratic Party,
315,R_1BRb2q7PLCo4g06,Conservative,Simple,Neutral,V1,S6,7,4,2,2,2,1,3,2,2,2,4,1,1,1,1,1,3,1,1,4,1,1,30,80,80,50,60,70,100,100,100,50,100,60,5,1,6,1,3,3,6,2,6,6,1,1,5,5,5,1,5,5,5,1,1,5,1,3,1,1,5,5,1,5,3,5,2,5,3,5,6,5,3,5,Female,64,Caucasian or White,,Moderately conservative,Republican Party,
300,R_2yjD67wStbYhZvZ,Liberal,Simple,Anger,V3,S1,6,6,6,6,6,6,6,6,6,6,3,1,1,1,1,1,1,2,1,3,1,2,50,50,50,100,100,10,50,50,10,30,100,60,2,1,6,2,7,6,7,2,6,1,4,4,2,2,4,4,2,2,2,4,4,2,4,3,4,4,2,2,4,6,6,6,2,6,5,6,6,6,6,6,Female,31,Hispanic or Latinx,,Moderately liberal,Democratic Party,
401,R_1FG0tZQVVu7gnir,Conservative,Simple,Neutral,V1,S7,6,6,4,4,3,3,3,2,3,4,4,2,2,2,1,1,3,2,2,4,3,1,0,100,100,10,10,100,0,30,100,100,30,100,5,6,6,5,6,5,4,3,5,3,4,4,2,2,1,2,3,4,4,5,5,1,4,3,4,4,3,4,5,6,5,6,3,5,5,6,6,6,5,5,Male,24,Caucasian or White,,Extremely conservative,Republican Party,
483,R_2Bfh76PRbtdqk30,Liberal,Simple,Neutral,V1,S1,6,7,7,7,7,5,6,6,7,7,4,1,1,1,1,1,2,1,1,3,1,1,50,60,0,0,90,0,20,20,60,0,20,10,6,5,7,1,7,2,6,1,7,1,5,5,1,2,4,5,1,3,1,5,5,1,5,3,5,5,4,1,4,5,7,4,2,6,7,7,6,5,6,5,Male,43,Caucasian or White,,Extremely liberal,Democratic Party,
296,R_1r8haBK1ZXHs72A,Conservative,Simple,Neutral,V2,S6,6,6,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,1,70,50,50,10,40,50,50,50,60,70,60,30,3,5,6,2,5,6,4,3,6,3,4,4,2,2,2,3,2,3,2,4,4,2,4,3,4,3,2,2,4,3,6,3,3,5,6,3,6,3,6,3,Female,23,Hispanic or Latinx,,Moderately liberal,Democratic Party,
552,R_yrmzvXC92mkpplL,Liberal,Simple,Neutral,V2,S2,6,5,4,5,4,7,5,4,6,6,4,1,1,1,1,1,3,1,2,2,1,1,50,80,50,50,80,70,50,50,100,70,100,100,4,3,5,2,5,4,5,2,4,2,4,4,2,1,2,4,2,4,1,3,4,1,4,3,4,3,2,1,4,5,4,5,3,5,4,5,6,5,4,5,Male,51,Caucasian or White,,Moderate,Other:,
603,R_VO4VtFFjLYg5GBH,Conservative,Simple,Anger,V4,S5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,60,100,40,0,50,100,100,70,100,70,60,50,1,1,2,2,4,6,2,2,6,6,5,5,1,1,1,3,1,3,3,5,5,3,4,3,5,5,1,2,1,2,6,1,5,4,6,1,6,1,6,2,Female,58,Caucasian or White,,Moderately conservative,Libertarian Party,
879,R_3gMF9iFeupuobDF,Liberal,Simple,Anger,V4,S2,7,5,5,5,2,3,3,2,7,5,4,1,1,1,1,1,2,1,1,4,2,1,20,100,20,80,40,70,50,50,100,90,100,90,7,1,7,1,7,1,7,1,7,1,4,4,1,2,1,1,3,4,2,5,5,1,4,3,4,4,3,1,2,6,5,6,2,6,3,6,6,6,2,6,Male,57,Caucasian or White,,Moderately conservative,Other:,indepentant
615,R_2t520ZjnLYrxL3n,Liberal,Complex,Anger,V3,S4,7,7,7,6,3,6,6,6,7,7,4,3,1,4,3,4,1,4,4,2,2,4,50,50,10,0,70,0,50,40,60,50,90,10,1,1,5,6,1,5,7,1,2,6,3,4,1,2,2,4,2,3,4,4,3,2,2,3,4,3,1,1,4,4,2,2,2,2,2,2,6,2,2,2,Female,49,Caucasian or White,,Extremely liberal,Democratic Party,
505,R_20UJR7dqtycqAGU,Conservative,Complex,Fear,V5,S8,6,5,6,5,6,6,5,5,6,5,4,2,3,2,3,2,3,2,4,2,3,3,50,40,50,60,40,70,70,70,70,70,70,70,6,2,4,3,5,5,5,2,5,2,4,4,1,1,2,4,2,2,2,2,2,2,3,3,2,4,2,2,4,5,6,4,5,3,4,5,6,5,5,4,Male,38,Hispanic or Latinx,,Moderately conservative,Republican Party,
955,R_2VD9l2FssTnIDva,Conservative,Simple,Neutral,V1,S7,5,4,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,4,1,2,80,50,40,10,10,70,20,20,80,80,0,0,2,2,6,2,5,5,3,2,3,5,2,3,2,2,4,2,2,3,3,2,4,4,3,3,2,2,2,4,4,5,5,6,4,5,5,3,6,4,3,3,Male,32,Caucasian or White,,Moderately liberal,No party,
229,R_28Clg91sbC3gAWR,Liberal,Complex,Neutral,V1,S4,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,1,5,1,1,5,1,1,100,50,50,100,100,100,0,0,50,50,100,100,7,1,7,1,7,1,7,1,7,1,5,5,1,1,1,5,1,1,1,5,5,1,5,3,5,5,1,1,5,7,1,7,7,7,1,7,6,7,1,7,Male,27,Asian American or Asian,,Extremely liberal,Democratic Party,
340,R_1dN5z1iYzd3vUJx,Conservative,Complex,Anger,V3,S8,7,7,2,2,4,4,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,10,50,50,50,100,0,0,0,50,50,50,50,7,1,5,3,7,1,7,2,6,1,1,1,4,5,5,1,4,5,4,3,3,4,1,3,3,1,5,5,1,6,2,6,2,6,2,6,6,6,2,6,Female,34,Caucasian or White,,Extremely liberal,Democratic Party,
195,R_3hxvzuKZK4qBAp4,Conservative,Simple,Neutral,V2,S7,6,6,5,5,5,4,5,5,6,6,3,1,1,1,1,1,1,1,1,5,1,1,90,0,30,30,80,0,0,0,0,10,40,0,1,1,4,1,1,7,6,2,7,7,4,3,3,3,2,4,2,3,3,3,3,2,3,3,3,2,3,3,4,4,5,4,4,4,5,5,6,4,4,4,Male,34,African American or Black,,Moderately liberal,Democratic Party,
423,R_3KItD1t4vWbcHJD,Conservative,Simple,Fear,V6,S5,2,1,2,6,7,5,3,7,2,5,5,1,1,1,1,1,4,1,2,4,1,1,60,30,100,70,100,20,40,80,20,50,30,80,1,5,6,1,6,6,7,7,6,1,5,5,1,4,4,3,5,2,4,1,5,5,3,3,2,3,2,3,2,6,5,7,6,1,1,3,6,5,5,6,Female,25,Caucasian or White,,Moderately liberal,Democratic Party,
159,R_OpvProNxeH5N9V7,Conservative,Simple,Fear,V5,S6,6,5,4,5,5,4,5,4,5,4,4,1,1,1,1,1,2,1,1,3,1,1,30,40,50,50,60,40,50,50,50,60,60,50,6,6,5,6,4,6,4,3,6,3,5,4,3,4,4,4,4,3,4,3,5,4,3,3,4,4,4,4,3,6,5,5,5,4,4,4,6,6,5,4,Female,25,African American or Black,,Moderate,Democratic Party,
144896,R_2ASiZVjL5PFktYc,Conservative,Simple,Anger,V4,S7,5,6,4,6,5,6,5,5,4,6,3,3,1,1,1,1,2,1,1,3,2,2,0,50,50,70,100,50,50,50,50,50,100,50,5,3,3,4,3,5,3,5,5,6,3,4,4,2,2,3,3,4,2,3,2,3,3,3,1,4,2,2,3,5,5,7,4,5,5,5,6,6,5,5,Female,23,Caucasian or White,,Moderate,Democratic Party,
